project_id,city,region,project_type,land_area_m2,building_area_m2,floors,units,finishing_level,construction_method,structural_system,concrete_m3,steel_ton,blocks_m2,tiles_m2,paint_m2,electrical_points,plumbing_points,estimated_cost_sar,duration_months,year
SA-R00172,Madinah,Western,Road,,,,,Premium,Traditional,RC Frame,,,,,,,,0,15,2025
SA-R00173,Abha,Southern,DataCenter,,1078.1724096421985,2,9,Luxury,PostTension,RC Frame,482,62.8,3881,1402,4744,323,86,12380000,17,2021
SA-R00174,Jeddah,Western,Townhouse_Project,,14349.008519592955,2,83,Raw,SteelFrame,RC Frame,5792,615.32,51656,18654,63136,4305,1148,27720000,43,2020
SA-R00175,Tabuk,Northern,DataCenter,,2863.751337756035,2,25,UltraLuxury,AAC,RC Frame,1347,185.63,10310,3723,12601,859,229,55990000,22.5,2024
SA-R00176,Hail,Northern,Luxury_Villa,1233,2851.6502991554275,3,1,Good,Traditional,RC Frame,1741,212.38,15399,5561,18821,1283,342,20660000,21.5,2026
SA-R00177,Madinah,Western,Factory,,30497.45063969648,2,215,Good,SteelFrame,RC Frame,9850,958.58,109791,39647,134189,9149,2440,164340000,70.5,2026
SA-R00178,Jeddah,Western,Mosque,,4329.338041950149,1,51,Standard,ICF,RC Frame,1103,107.35,7793,2814,9525,649,173,8420000,19,2026
SA-R00179,Khobar,Eastern,Parking,,3049.6463101888294,1,25,Raw,SlipForm,RC Frame,649,58.16,5489,1982,6709,457,122,2880000,24.5,2021
SA-R00180,Khobar,Eastern,Townhouse_Project,,7323.157871057319,3,88,Luxury,ICF,RC Frame,4083,446.72,39545,14280,48333,3295,879,147190000,35,2024
SA-R00181,Madinah,Western,School,,1252.4413064763621,4,7,Premium,SlipForm,RC Frame,1102,111.23,9018,3256,11021,751,200,19930000,19.5,2021
SA-R00182,Dammam,Eastern,DataCenter,,2331.3350522182936,1,16,Good,SlipForm,RC Frame,770,104.31,4196,1515,5129,350,93,6720000,20,2024
SA-R00183,Makkah,Western,Road,,,,,Premium,SlipForm,RC Frame,,,,,,,,0,14,2026
SA-R00184,Buraydah,Central,Government_Building,,29563.65355228352,4,213,Raw,Traditional,RC Frame,24539,2576.18,212858,76865,260160,17738,4730,97340000,79,2026
SA-R00185,Abha,Southern,Parking,,3568.8097508795217,4,39,Luxury,PostTension,RC Frame,2546,225.26,25695,9279,31406,2141,571,83230000,28.5,2020
SA-R00186,Tabuk,Northern,Residential_Compound,,42132.17124960649,2,260,Luxury,Precast,RC Frame,13680,1367.04,151676,54772,185382,12640,3371,470530000,83.5,2021
SA-R00187,Jeddah,Western,Parking,,16344.437089775787,1,155,Premium,PostTension,RC Frame,2570,232.68,29420,10624,35958,2452,654,67810000,44,2026
SA-R00188,Riyadh,Central,Government_Building,,10079.8130728469,3,89,Raw,AAC,RC Frame,6805,707.89,54431,19656,66527,4536,1210,29090000,55,2023
SA-R00189,Khamis Mushait,Southern,Bridge,,,,,Raw,PostTension,RC Frame,,,,,,,,0,14.5,2024
SA-R00190,Jeddah,Western,Office_Building,,9759.336522186066,20,77,Luxury,PostTension,RC Frame,41338,4554.5,351336,126871,429411,29278,7807,1334920000,49,2022
SA-R00191,Tabuk,Northern,Factory,,42453.65130039347,2,299,Standard,SteelFrame,RC Frame,11796,1126.81,152833,55190,186796,12736,3396,133950000,74,2025
SA-R00192,Najran,Southern,CommercialComplex,,6439.120048136336,3,35,Premium,Precast,RC Frame,4487,514.01,34771,12556,42498,2898,773,61790000,33,2020
SA-R00193,Makkah,Western,Factory,,6872.571098149642,3,45,UltraLuxury,SteelFrame,RC Frame,3813,356.75,37112,13402,45359,3093,825,225450000,42,2022
SA-R00194,Buraydah,Central,Hospital,,16310.719028320504,9,172,UltraLuxury,PostTension,Shear Wall,45128,6347.71,264234,95418,322952,22019,5872,1554640000,91,2022
SA-R00195,Najran,Southern,Mosque,,4656.363167002804,2,47,UltraLuxury,Precast,RC Frame,1315,139.27,16763,6053,20488,1397,373,84980000,23.5,2022
SA-R00196,Jeddah,Western,Office_Building,,3266.3193427330257,14,20,Good,AAC,RC Frame,11795,1307.52,82311,29724,100603,6859,1829,129070000,34.5,2023
SA-R00197,Makkah,Western,Mall,,56455.59075195482,2,467,Luxury,SlipForm,RC Frame,24908,2988.93,203240,73392,248405,16937,4516,739250000,101.5,2022
SA-R00198,Makkah,Western,Residential_Tower,,25694.95244905727,42,178,Premium,AAC,Post Tension,267975,34915.4,1942538,701472,2374214,161878,43168,4248850000,146.5,2023
SA-R00199,Hail,Northern,Office_Building,,2552.675145985685,5,19,Raw,SteelFrame,RC Frame,2897,328.61,22974,8296,28079,1915,511,10570000,23.5,2026
SA-R00200,Khamis Mushait,Southern,Villa,195,456.5941626166425,3,1,Standard,AAC,Load Bearing,254,28.5,2466,890,3014,205,55,2170000,9.5,2024
SA-R00201,Abha,Southern,Mall,,71026.40514221312,3,483,Good,ICF,RC Frame,54329,6645.69,383543,138501,468774,31962,8523,514140000,111.5,2021
SA-R00202,Jeddah,Western,Mall,,85938.76895380665,3,450,Luxury,Traditional,RC Frame,50698,6364.3,464069,167581,567196,38672,10313,1650100000,121.5,2026
SA-R00203,Najran,Southern,Mosque,,480.32305725208573,3,4,Standard,Precast,RC Frame,313,30.73,2594,937,3170,216,58,2250000,11.5,2020
SA-R00204,Makkah,Western,Mall,,32604.026500166972,6,251,Luxury,ICF,RC Frame,45977,5640.49,352123,127156,430373,29344,7825,1224350000,88,2020
SA-R00205,Dammam,Eastern,DataCenter,,598.6251275880128,1,4,Luxury,SlipForm,RC Frame,181,23.31,1078,389,1317,90,24,3950000,14,2025
SA-R00206,Taif,Western,Mosque,,3050.2143094295625,3,30,UltraLuxury,Traditional,RC Frame,1877,175.18,16471,5948,20131,1373,366,93680000,20.5,2023
SA-R00207,Makkah,Western,CommercialComplex,,22761.37364284073,5,121,Good,ICF,RC Frame,26913,3163.44,204852,73974,250375,17071,4552,317480000,54.5,2022
SA-R00208,Tabuk,Northern,DataCenter,,4535.812364071126,3,23,Luxury,Traditional,RC Frame,4018,525.06,24493,8845,29936,2041,544,73860000,28.5,2026
SA-R00209,Abha,Southern,Apartment_Building,,1998.7618121603164,4,15,Raw,Traditional,Flat Slab,2213,252.14,14391,5197,17589,1199,320,6370000,21.5,2021
SA-R00210,Makkah,Western,Townhouse_Project,,8398.720290204172,4,70,Raw,Precast,RC Frame,7705,861.3,60471,21837,73909,5039,1344,30680000,43,2024
SA-R00211,Jeddah,Western,Road,,,,,Raw,SteelFrame,RC Frame,,,,,,,,0,15.5,2022
SA-R00212,Khobar,Eastern,Factory,,28813.21717587668,3,190,Raw,AAC,Steel Frame,14952,1525.61,155591,56186,190167,12966,3458,80580000,72.5,2023
SA-R00213,Hail,Northern,Hospital,,63743.296432980744,8,356,UltraLuxury,AAC,Steel Frame,174766,22340.08,917903,331465,1121882,76492,20398,5125690000,141,2020
SA-R00214,Buraydah,Central,CommercialComplex,,7041.576335586354,9,65,Raw,Precast,RC Frame,13990,1712.01,114074,41193,139423,9506,2535,56500000,38,2026
SA-R00215,Makkah,Western,Hospital,,38166.89237183416,13,379,Raw,ICF,RC Frame,172101,21617.39,893105,322510,1091573,74425,19847,459280000,138.5,2025
SA-R00216,Najran,Southern,Warehouse,,8471.491625353268,1,43,Luxury,ICF,RC Frame,1351,116.42,15249,5506,18637,1271,339,43090000,27,2021
SA-R00217,Taif,Western,Parking,,2774.4812459204645,3,25,Premium,SlipForm,RC Frame,1344,125.9,14982,5410,18312,1249,333,31760000,24,2022
SA-R00218,Jeddah,Western,Apartment_Building,,2162.7397169784144,6,15,Good,SteelFrame,RC Frame,3080,357.27,23358,8435,28548,1946,519,38380000,25,2022
SA-R00219,Makkah,Western,Warehouse,,17401.21663694991,2,91,Premium,SlipForm,Steel Frame,4398,379.98,62644,22622,76565,5220,1392,150640000,38,2020
SA-R00220,Riyadh,Central,Mall,,6151.089684100365,6,38,Raw,SlipForm,RC Frame,8174,956.27,66432,23989,81194,5536,1476,38420000,44.5,2025
SA-R00221,Makkah,Western,Road,,,,,Standard,Precast,RC Frame,,,,,,,,0,15.5,2025
SA-R00222,Tabuk,Northern,Mall,,67336.21337079446,5,736,Standard,AAC,RC Frame,69304,8076.99,606026,218843,740698,50502,13467,533360000,121,2020
SA-R00223,Riyadh,Central,DataCenter,,1287.4975987172945,1,6,Premium,SteelFrame,RC Frame,385,55.14,2317,837,2832,193,51,5860000,18,2023
SA-R00224,Buraydah,Central,Mall,,24656.859722969868,5,179,Raw,Traditional,RC Frame,24527,2906.99,221912,80135,271225,18493,4931,106200000,81.5,2020
SA-R00225,Khamis Mushait,Southern,Hospital,,22680.582722464118,5,192,Premium,PostTension,Shear Wall,34941,4916.65,204125,73712,249486,17010,4536,421850000,102,2021
SA-R00226,Hail,Northern,University,,24452.88648893803,3,232,Premium,SlipForm,RC Frame,17981,2023.11,132046,47683,161389,11004,2934,272400000,60.5,2021
SA-R00227,Dammam,Eastern,School,,8492.515862895283,1,45,Premium,Precast,RC Frame,2241,236.64,15287,5520,18684,1274,340,36550000,32.5,2023
SA-R00228,Hail,Northern,Hotel,,15371.662807767158,20,121,Standard,PostTension,RC Frame,77492,10046.76,553380,199832,676353,46115,12297,507530000,83,2020
SA-R00229,Khamis Mushait,Southern,DataCenter,,3656.1524994610572,4,26,UltraLuxury,PostTension,RC Frame,4060,513.73,26324,9506,32174,2194,585,136860000,27.5,2020
SA-R00230,Riyadh,Central,DataCenter,,3187.537092594801,2,20,Standard,SteelFrame,RC Frame,1779,241.93,11475,4144,14025,956,255,13070000,23,2020
SA-R00231,Khobar,Eastern,Luxury_Villa,706,1648.851281269266,2,1,UltraLuxury,PostTension,RC Frame,724,84.01,5936,2144,7255,495,132,38400000,17.5,2026
SA-R00232,Riyadh,Central,Hospital,,17546.58244799176,5,142,UltraLuxury,SteelFrame,Shear Wall,22829,2994.28,157919,57026,193012,13160,3509,1061760000,91.5,2025
SA-R00233,Abha,Southern,Office_Building,,15206.376892244141,8,162,Luxury,PostTension,RC Frame,24530,2620.96,218972,79073,267632,18248,4866,708720000,48.5,2023
SA-R00234,Makkah,Western,Factory,,4055.2246054470907,2,50,Premium,AAC,Steel Frame,1360,126.96,14599,5272,17843,1217,324,34130000,30.5,2021
SA-R00235,Najran,Southern,Mall,,16757.81486124985,6,106,Luxury,Precast,RC Frame,23336,2629.44,180984,65355,221203,15082,4022,506380000,72,2022
SA-R00236,Tabuk,Northern,Warehouse,,6324.036477390269,2,42,UltraLuxury,Precast,Precast,747,65.75,22767,8221,27826,1897,506,121560000,24.5,2023
SA-R00237,Buraydah,Central,Parking,,8667.338694053167,4,65,UltraLuxury,Precast,RC Frame,4465,408.65,62405,22535,76273,5200,1387,360190000,34,2024
SA-R00238,Makkah,Western,Luxury_Villa,1042,1662.5418767251476,4,1,UltraLuxury,ICF,RC Frame,1358,158.14,11970,4323,14630,998,266,74890000,18.5,2023
SA-R00239,Madinah,Western,Road,,,,,Premium,Precast,RC Frame,,,,,,,,0,16,2021
SA-R00240,Makkah,Western,Warehouse,,13244.898329601443,1,67,Good,SteelFrame,Steel Frame,2144,182.83,23841,8609,29139,1987,530,35940000,31.5,2023
SA-R00241,Khamis Mushait,Southern,Apartment_Building,,5949.165631573575,4,34,Good,ICF,Shear Wall,5914,663.38,42834,15468,52353,3569,952,59820000,30.5,2022
SA-R00242,Madinah,Western,Government_Building,,12949.582960527294,10,109,Luxury,ICF,RC Frame,28856,3045.59,233092,84172,284891,19424,5180,793760000,66.5,2020
SA-R00243,Jeddah,Western,Government_Building,,2803.8695600599385,5,28,Standard,Traditional,RC Frame,3320,342.46,25235,9113,30843,2103,561,26970000,32.5,2021
SA-R00244,Dammam,Eastern,Villa,647,1159.1583673457837,1,1,Luxury,Traditional,Load Bearing,255,27.88,2086,753,2550,174,46,7620000,11,2025
SA-R00245,Tabuk,Northern,Parking,,6193.8751527992645,5,36,UltraLuxury,Traditional,RC Frame,3863,365.46,55745,20130,68133,4645,1239,303200000,37,2021
SA-R00246,Khamis Mushait,Southern,Road,,,,,UltraLuxury,SlipForm,RC Frame,,,,,,,,0,16,2021
SA-R00247,Najran,Southern,Road,,,,,Premium,SlipForm,RC Frame,,,,,,,,0,15,2024
SA-R00248,Buraydah,Central,Villa,603,1070.4991099817164,2,1,Premium,Precast,Steel Frame,346,37.17,3854,1392,4710,321,86,8280000,11.5,2025
SA-R00249,Buraydah,Central,Parking,,8264.260661025768,2,45,Premium,SteelFrame,RC Frame,2738,242.23,29751,10744,36363,2479,661,63160000,36.5,2025
SA-R00250,Taif,Western,DataCenter,,3223.623484323327,4,29,Standard,Traditional,RC Frame,3014,385.11,23210,8381,28368,1934,516,21300000,24.5,2020
SA-R00251,Khamis Mushait,Southern,Residential_Compound,,26151.146803612763,3,194,Luxury,Precast,RC Frame,12847,1314.38,141216,50995,172598,11768,3138,434460000,66.5,2020
SA-R00252,Madinah,Western,Factory,,26533.130197900304,3,177,Luxury,PostTension,Precast,14644,1355.57,143279,51740,175119,11940,3184,496240000,69.5,2020
SA-R00253,Jeddah,Western,Road,,,,,Premium,SlipForm,RC Frame,,,,,,,,0,15.5,2023
SA-R00254,Buraydah,Central,Government_Building,,21604.139728175047,9,146,Good,SlipForm,RC Frame,43555,4885.87,349987,126384,427762,29166,7777,501280000,82,2025
SA-R00255,Dammam,Eastern,Hospital,,42596.76966809339,12,247,Premium,SteelFrame,RC Frame,167981,23823.61,920090,332255,1124555,76674,20446,2066210000,144.5,2026
SA-R00256,Taif,Western,Office_Building,,10214.390236905852,18,111,Premium,AAC,RC Frame,40479,4533.89,330946,119508,404490,27579,7354,665110000,49,2022
SA-R00257,Tabuk,Northern,Hotel,,28583.455960099618,16,145,Luxury,SteelFrame,RC Frame,106619,12771,823204,297268,1006138,68600,18293,2430130000,105,2024
SA-R00258,Riyadh,Central,Factory,,35942.45535100036,1,440,Raw,PostTension,Precast,7081,626.61,64696,23363,79073,5391,1438,35150000,79,2022
SA-R00259,Khamis Mushait,Southern,Factory,,37823.90847790811,2,362,Good,Precast,RC Frame,10853,1098.67,136166,49171,166425,11347,3026,176030000,83,2025
SA-R00260,Makkah,Western,Road,,,,,Premium,Precast,RC Frame,,,,,,,,0,14.5,2026
SA-R00261,Madinah,Western,Apartment_Building,,3103.1413058502458,9,20,Luxury,AAC,Flat Slab,7477,873.78,50271,18153,61442,4189,1117,177540000,32.5,2020
SA-R00262,Khamis Mushait,Southern,Hotel,,18515.58699733309,14,147,Premium,SteelFrame,RC Frame,59792,7585.45,466593,168492,570280,38883,10369,942510000,80,2023
SA-R00263,Najran,Southern,Road,,,,,Raw,ICF,RC Frame,,,,,,,,0,14,2024
SA-R00264,Tabuk,Northern,School,,3264.1626268559594,2,21,Luxury,PostTension,RC Frame,1332,152.77,11751,4243,14362,979,261,36680000,22,2022
SA-R00265,Jeddah,Western,Villa,244,415.2808875589769,2,1,Premium,SlipForm,RC Frame,169,18.44,1495,540,1827,125,33,3550000,10,2021
SA-R00266,Dammam,Eastern,Warehouse,,15535.516929757267,2,124,Luxury,PostTension,Steel Frame,2390,201.58,55928,20196,68356,4661,1243,202140000,35,2024
SA-R00267,Khamis Mushait,Southern,Bridge,,,,,Premium,ICF,RC Frame,,,,,,,,0,16.5,2021
SA-R00268,Abha,Southern,Parking,,6937.393629797854,2,49,Standard,ICF,RC Frame,2246,189.68,24975,9019,30525,2081,555,22060000,30.5,2024
SA-R00269,Abha,Southern,Mosque,,3248.1214508448475,1,21,Good,AAC,RC Frame,785,75.98,5847,2111,7146,487,130,7740000,19,2026
SA-R00270,Khobar,Eastern,Government_Building,,10349.45970988637,9,66,Good,ICF,RC Frame,21252,2396.43,167661,60544,204919,13972,3726,252750000,59.5,2022
SA-R00271,Madinah,Western,Mall,,46669.37022743049,5,425,Standard,SlipForm,RC Frame,53211,6605.66,420024,151675,513363,35002,9334,430520000,93,2025
SA-R00272,Abha,Southern,School,,4278.3189345101255,1,25,Standard,AAC,RC Frame,1106,120.28,7701,2781,9412,642,171,7310000,21.5,2025
SA-R00273,Madinah,Western,Hospital,,31223.583842733555,10,185,UltraLuxury,AAC,Steel Frame,89354,12159.32,562025,202953,686919,46835,12489,3370130000,122,2021
SA-R00274,Hail,Northern,DataCenter,,2087.4811767435667,2,20,Premium,AAC,RC Frame,1023,130.21,7515,2714,9185,626,167,15810000,21.5,2024
SA-R00275,Najran,Southern,DataCenter,,4837.282656832276,1,30,Luxury,PostTension,RC Frame,1763,221.77,8707,3144,10642,726,193,24800000,27,2025
SA-R00276,Najran,Southern,Government_Building,,27865.461274689034,5,153,Luxury,Precast,RC Frame,33279,3671.03,250789,90563,306520,20899,5573,766420000,80,2023
SA-R00277,Buraydah,Central,CommercialComplex,,16166.693054768668,5,129,Raw,ICF,RC Frame,18867,2327.48,145500,52542,177834,12125,3233,69650000,48,2023
SA-R00278,Buraydah,Central,Residential_Compound,,29025.83897405303,2,218,Good,Precast,RC Frame,9890,970.67,104493,37734,127714,8708,2322,153280000,69.5,2024
SA-R00279,Madinah,Western,Mall,,54651.76383390623,5,307,UltraLuxury,Traditional,RC Frame,59575,7155.89,491866,177618,601169,40989,10930,2935530000,105.5,2022
SA-R00280,Riyadh,Central,Mosque,,679.1229785287737,3,6,Premium,SlipForm,RC Frame,346,34.42,3667,1324,4482,306,81,9260000,13.5,2026
SA-R00281,Madinah,Western,Road,,,,,UltraLuxury,Precast,RC Frame,,,,,,,,0,15,2020
SA-R00282,Riyadh,Central,Apartment_Building,,7282.5226315926175,7,65,Luxury,AAC,RC Frame,13811,1557.36,91760,33135,112151,7647,2039,355620000,35,2024
SA-R00283,Jeddah,Western,Residential_Compound,,20192.67256561043,3,142,Good,SlipForm,RC Frame,12529,1271.66,109040,39376,133272,9087,2423,178030000,61.5,2024
SA-R00284,Madinah,Western,Residential_Compound,,44949.66085891313,3,375,Premium,ICF,RC Frame,19979,2003.46,242728,87652,296668,20227,5394,558230000,96.5,2022
SA-R00285,Abha,Southern,Mall,,50000.69893061037,3,251,Good,Precast,RC Frame,28677,3451.71,270004,97501,330005,22500,6000,382510000,97.5,2026
SA-R00286,Khamis Mushait,Southern,Villa,408,606.0515393104504,2,1,Premium,Precast,RC Frame,260,29.88,2182,788,2667,182,48,4300000,10,2021
SA-R00287,Abha,Southern,Luxury_Villa,705,1926.245738731854,4,1,Luxury,Precast,RC Frame,1475,179.39,13869,5008,16951,1156,308,45590000,20.5,2021
SA-R00288,Jeddah,Western,Bridge,,,,,Raw,SteelFrame,RC Frame,,,,,,,,0,15,2023
SA-R00289,Tabuk,Northern,Factory,,10146.586642587808,3,56,UltraLuxury,PostTension,Steel Frame,4172,378.19,54792,19786,66967,4566,1218,304320000,43.5,2023
SA-R00290,Dammam,Eastern,Villa,119,335.13007939508043,3,1,Raw,PostTension,Load Bearing,213,24.31,1810,654,2212,151,40,920000,9.5,2023
SA-R00291,Madinah,Western,Residential_Compound,,16626.444572560198,2,115,Good,PostTension,RC Frame,5803,560.57,59855,21614,73156,4988,1330,91340000,60,2022
SA-R00292,Khamis Mushait,Southern,University,,31297.08893280897,4,159,Raw,ICF,RC Frame,30264,3297.91,225339,81372,275414,18778,5008,92490000,62,2026
SA-R00293,Najran,Southern,University,,79067.11086944745,4,434,Premium,PostTension,RC Frame,78850,9031,569283,205574,695791,47440,12651,1067260000,99,2022
SA-R00294,Abha,Southern,Hotel,,3402.349923463577,38,18,UltraLuxury,SteelFrame,RC Frame,29385,3796.61,232721,84038,284436,19393,5172,1256720000,80,2021
SA-R00295,Khobar,Eastern,Mall,,95647.4633688407,5,809,Luxury,ICF,RC Frame,121361,13830.88,860827,310854,1052122,71736,19129,3181250000,119.5,2021
SA-R00296,Najran,Southern,University,,94987.27706373703,4,768,Standard,PostTension,RC Frame,84946,8812.6,683908,246967,835888,56992,15198,551610000,90.5,2024
SA-R00297,Dammam,Eastern,Mall,,17718.635092338034,4,137,Standard,SlipForm,RC Frame,15510,1928.27,127574,46068,155924,10631,2835,125050000,66,2021
SA-R00298,Najran,Southern,Mosque,,2115.496109845204,2,11,Luxury,ICF,RC Frame,749,75.82,7616,2750,9308,635,169,22600000,16.5,2022
SA-R00299,Khobar,Eastern,Residential_Tower,,16878.53037623985,40,96,Raw,ICF,Core Wall,153952,20201.54,1215254,438842,1485311,101271,27006,662850000,113,2026
SA-R00300,Hail,Northern,Luxury_Villa,385,820.7450331880027,4,1,Standard,SlipForm,RC Frame,821,92.57,5909,2134,7223,492,131,5520000,14.5,2023
SA-R00301,Dammam,Eastern,Townhouse_Project,,4417.9863484160305,3,25,Good,AAC,RC Frame,2437,251.14,23857,8615,29159,1988,530,37860000,30,2023
SA-R00302,Madinah,Western,University,,27774.285438308445,2,164,Premium,AAC,RC Frame,14157,1727.79,99987,36107,122207,8332,2222,223780000,60,2022
SA-R00303,Tabuk,Northern,DataCenter,,2393.6091149543845,1,17,Luxury,SteelFrame,RC Frame,767,103.01,4308,1556,5266,359,96,13630000,20.5,2026
SA-R00304,Khobar,Eastern,Townhouse_Project,,12288.815492605681,4,64,Luxury,SteelFrame,RC Frame,10530,1159.77,88479,31951,108142,7373,1966,316360000,48,2020
SA-R00305,Buraydah,Central,Residential_Compound,,29667.994048971155,1,159,UltraLuxury,SteelFrame,RC Frame,7143,671.66,53402,19284,65270,4450,1187,318400000,65.5,2026
SA-R00306,Hail,Northern,Villa,337,794.2058397432535,3,1,Raw,PostTension,Steel Frame,478,52.21,4289,1549,5242,357,95,1940000,11.5,2025
SA-R00307,Khobar,Eastern,Office_Building,,19518.983888956816,18,134,Premium,Precast,RC Frame,68223,7216.96,632415,228372,772952,52701,14054,1466480000,60,2025
SA-R00308,Najran,Southern,Townhouse_Project,,10597.459127159593,3,64,Raw,SteelFrame,RC Frame,6277,690.5,57226,20665,69943,4769,1272,23170000,43,2022
SA-R00309,Buraydah,Central,Mall,,39163.983711479756,2,489,Good,AAC,RC Frame,14766,1718.55,140990,50913,172322,11749,3133,204330000,80.5,2023
SA-R00310,Madinah,Western,Hospital,,26424.46957496433,8,253,Standard,Precast,RC Frame,76670,10526.97,380512,137407,465071,31709,8456,375110000,117,2023
SA-R00311,Makkah,Western,Bridge,,,,,Standard,ICF,RC Frame,,,,,,,,0,15,2024
SA-R00312,Madinah,Western,School,,3306.728789193407,4,36,Luxury,SteelFrame,RC Frame,2259,238.74,23808,8597,29099,1984,529,85470000,24,2021
SA-R00313,Najran,Southern,Villa,223,556.2564762410316,3,1,UltraLuxury,SlipForm,Steel Frame,287,30.23,3004,1085,3671,250,67,15420000,10,2026
SA-R00314,Jeddah,Western,Mosque,,3621.0678807514914,3,43,Raw,PostTension,RC Frame,2434,239.95,19554,7061,23899,1629,435,10740000,22,2022
SA-R00315,Abha,Southern,Office_Building,,14672.926085844158,18,144,Standard,Precast,RC Frame,58879,6610.24,475403,171673,581048,39617,10565,438760000,55,2020
SA-R00316,Madinah,Western,Residential_Tower,,14135.060146339349,16,79,Raw,ICF,Core Wall,66196,8961.15,407090,147005,497554,33924,9046,201140000,90.5,2024
SA-R00317,Dammam,Eastern,Residential_Compound,,26806.810353630848,3,264,Standard,SteelFrame,RC Frame,16106,1687.16,144757,52273,176925,12063,3217,150080000,68.5,2021
