project_id,risk_category,description,probability,impact,mitigation,detected_by_ai
SA-R00095,Structural,Foundation settlement risk,5,4,Design review and structural analysis,false
SA-R00095,Schedule,Subcontractor availability,3,4,Accelerated procurement plan,true
SA-R00095,Quality,Curing duration not met,1,3,Additional testing regime,false
SA-R00095,Financial,Steel price volatility,4,2,Fixed price contracts,false
SA-R00095,Safety,Fire hazard from hot work,1,2,Enhanced safety training,false
SA-R00095,Material,Concrete strength below spec,2,5,Alternative supplier sourcing,false
SA-R00096,Material,Block moisture absorption high,1,4,Alternative supplier sourcing,false
SA-R00096,Financial,Labor shortage cost impact,1,1,Fixed price contracts,true
SA-R00096,Structural,Column failure potential,2,2,Design review and structural analysis,false
SA-R00097,Financial,Cement price increase,5,1,Fixed price contracts,false
SA-R00097,Schedule,Weather delay potential,5,5,Accelerated procurement plan,false
SA-R00098,Schedule,Site handover delay,4,1,Accelerated procurement plan,false
SA-R00098,Material,Cement setting time abnormal,4,2,Alternative supplier sourcing,true
SA-R00098,Financial,Currency fluctuation risk,2,1,Fixed price contracts,false
SA-R00098,Quality,Tolerance deviation,1,1,Additional testing regime,true
SA-R00098,Safety,Electrical shock risk,3,1,Enhanced safety training,false
SA-R00098,Structural,Slab deflection beyond limits,5,3,Design review and structural analysis,true
SA-R00099,Structural,Column failure potential,1,1,Design review and structural analysis,true
SA-R00099,Quality,Tolerance deviation,3,1,Additional testing regime,true
SA-R00099,Material,Aggregate gradation issue,5,1,Alternative supplier sourcing,false
SA-R00099,Safety,Working at height risk,4,2,Enhanced safety training,false
SA-R00099,Schedule,Site handover delay,2,1,Accelerated procurement plan,false
SA-R00099,Financial,Cement price increase,2,1,Fixed price contracts,true
SA-R00100,Material,Concrete strength below spec,5,3,Alternative supplier sourcing,true
SA-R00100,Schedule,Weather delay potential,4,1,Accelerated procurement plan,false
SA-R00100,Safety,Confined space hazard,5,1,Enhanced safety training,true
SA-R00100,Financial,Cement price increase,3,4,Fixed price contracts,false
SA-R00100,Structural,Column failure potential,5,5,Design review and structural analysis,false
SA-R00100,Quality,Incomplete waterproofing,3,2,Additional testing regime,true
SA-R00101,Structural,Column failure potential,5,2,Design review and structural analysis,true
SA-R00101,Material,Concrete strength below spec,4,5,Alternative supplier sourcing,true
SA-R00101,Safety,Electrical shock risk,4,4,Enhanced safety training,false
SA-R00102,Schedule,Permit approval delay,2,1,Accelerated procurement plan,true
SA-R00102,Quality,Tolerance deviation,2,4,Additional testing regime,true
SA-R00102,Structural,Crack propagation in shear walls,1,5,Design review and structural analysis,false
SA-R00102,Safety,Fire hazard from hot work,5,4,Enhanced safety training,false
SA-R00102,Material,Steel corrosion risk,1,3,Alternative supplier sourcing,false
SA-R00103,Financial,Labor shortage cost impact,4,2,Fixed price contracts,true
SA-R00103,Quality,Incomplete waterproofing,5,3,Additional testing regime,true
SA-R00103,Material,Aggregate gradation issue,1,3,Alternative supplier sourcing,false
SA-R00103,Structural,Slab deflection beyond limits,2,1,Design review and structural analysis,false
SA-R00103,Safety,Fire hazard from hot work,1,5,Enhanced safety training,true
SA-R00104,Structural,Crack propagation in shear walls,4,5,Design review and structural analysis,false
SA-R00104,Material,Aggregate gradation issue,2,1,Alternative supplier sourcing,false
SA-R00104,Schedule,Material procurement delay,4,1,Accelerated procurement plan,true
SA-R00105,Structural,Crack propagation in shear walls,4,4,Design review and structural analysis,true
SA-R00105,Material,Block moisture absorption high,2,1,Alternative supplier sourcing,true
SA-R00105,Schedule,Weather delay potential,5,3,Accelerated procurement plan,false
SA-R00105,Financial,Cash flow constraint,5,2,Fixed price contracts,false
SA-R00105,Quality,Curing duration not met,2,4,Additional testing regime,false
SA-R00106,Safety,Confined space hazard,1,3,Enhanced safety training,true
SA-R00106,Financial,Currency fluctuation risk,4,1,Fixed price contracts,true
SA-R00106,Structural,Slab deflection beyond limits,5,1,Design review and structural analysis,true
SA-R00107,Financial,Cement price increase,2,2,Fixed price contracts,true
SA-R00107,Structural,Slab deflection beyond limits,2,1,Design review and structural analysis,false
SA-R00107,Quality,Curing duration not met,3,5,Additional testing regime,true
SA-R00107,Material,Aggregate gradation issue,3,3,Alternative supplier sourcing,true
SA-R00107,Schedule,Weather delay potential,4,3,Accelerated procurement plan,false
SA-R00107,Safety,Fire hazard from hot work,4,5,Enhanced safety training,true
SA-R00108,Financial,Steel price volatility,1,4,Fixed price contracts,true
SA-R00108,Schedule,Permit approval delay,5,5,Accelerated procurement plan,false
SA-R00108,Material,Concrete strength below spec,2,2,Alternative supplier sourcing,false
SA-R00109,Schedule,Material procurement delay,4,3,Accelerated procurement plan,false
SA-R00109,Financial,Labor shortage cost impact,3,1,Fixed price contracts,true
SA-R00110,Financial,Steel price volatility,2,5,Fixed price contracts,true
SA-R00110,Safety,Heavy lifting accident potential,5,5,Enhanced safety training,true
SA-R00110,Schedule,Weather delay potential,3,4,Accelerated procurement plan,false
SA-R00110,Material,Concrete strength below spec,1,3,Alternative supplier sourcing,true
SA-R00111,Quality,Poor workmanship risk,3,5,Additional testing regime,false
SA-R00111,Safety,Heavy lifting accident potential,3,4,Enhanced safety training,false
SA-R00111,Financial,Steel price volatility,1,2,Fixed price contracts,true
SA-R00111,Schedule,Site handover delay,5,5,Accelerated procurement plan,false
SA-R00112,Structural,Foundation settlement risk,1,3,Design review and structural analysis,false
SA-R00112,Material,Cement setting time abnormal,2,4,Alternative supplier sourcing,true
SA-R00112,Schedule,Subcontractor availability,5,5,Accelerated procurement plan,false
SA-R00112,Financial,Labor shortage cost impact,1,3,Fixed price contracts,true
SA-R00112,Safety,Electrical shock risk,1,5,Enhanced safety training,false
SA-R00112,Quality,Incomplete waterproofing,4,5,Additional testing regime,true
SA-R00113,Quality,Incomplete waterproofing,2,3,Additional testing regime,true
SA-R00113,Safety,Confined space hazard,3,5,Enhanced safety training,true
SA-R00113,Structural,Column failure potential,5,3,Design review and structural analysis,false
SA-R00114,Structural,Slab deflection beyond limits,3,1,Design review and structural analysis,true
SA-R00114,Material,Aggregate gradation issue,5,2,Alternative supplier sourcing,false
SA-R00114,Schedule,Subcontractor availability,3,4,Accelerated procurement plan,false
SA-R00114,Financial,Labor shortage cost impact,4,1,Fixed price contracts,false
SA-R00115,Quality,Tolerance deviation,5,2,Additional testing regime,false
SA-R00115,Material,Aggregate gradation issue,1,3,Alternative supplier sourcing,true
SA-R00116,Structural,Crack propagation in shear walls,3,2,Design review and structural analysis,true
SA-R00116,Material,Aggregate gradation issue,1,1,Alternative supplier sourcing,false
SA-R00116,Quality,Poor workmanship risk,4,3,Additional testing regime,false
SA-R00117,Structural,Column failure potential,5,3,Design review and structural analysis,false
SA-R00117,Material,Cement setting time abnormal,2,1,Alternative supplier sourcing,false
SA-R00117,Schedule,Permit approval delay,3,4,Accelerated procurement plan,false
SA-R00118,Structural,Foundation settlement risk,4,3,Design review and structural analysis,false
SA-R00118,Financial,Cash flow constraint,5,1,Fixed price contracts,true
SA-R00118,Material,Block moisture absorption high,2,3,Alternative supplier sourcing,true
SA-R00118,Schedule,Permit approval delay,3,4,Accelerated procurement plan,true
SA-R00119,Structural,Foundation settlement risk,1,1,Design review and structural analysis,false
SA-R00119,Financial,Labor shortage cost impact,3,1,Fixed price contracts,false
SA-R00119,Material,Aggregate gradation issue,1,2,Alternative supplier sourcing,true
SA-R00119,Safety,Fire hazard from hot work,3,1,Enhanced safety training,true
SA-R00119,Schedule,Subcontractor availability,1,3,Accelerated procurement plan,true
SA-R00119,Quality,Incomplete waterproofing,5,2,Additional testing regime,false
SA-R00120,Financial,Cement price increase,4,2,Fixed price contracts,false
SA-R00120,Schedule,Subcontractor availability,4,1,Accelerated procurement plan,false
SA-R00120,Material,Block moisture absorption high,3,3,Alternative supplier sourcing,false
SA-R00120,Structural,Crack propagation in shear walls,4,4,Design review and structural analysis,false
SA-R00120,Safety,Heavy lifting accident potential,5,3,Enhanced safety training,false
SA-R00121,Schedule,Site handover delay,2,4,Accelerated procurement plan,false
SA-R00121,Structural,Slab deflection beyond limits,1,2,Design review and structural analysis,false
SA-R00121,Quality,Poor workmanship risk,3,1,Additional testing regime,true
SA-R00122,Schedule,Subcontractor availability,4,3,Accelerated procurement plan,true
SA-R00122,Financial,Labor shortage cost impact,2,2,Fixed price contracts,false
SA-R00122,Safety,Confined space hazard,2,5,Enhanced safety training,false
SA-R00123,Quality,Incomplete waterproofing,2,4,Additional testing regime,true
SA-R00123,Financial,Cash flow constraint,3,2,Fixed price contracts,false
SA-R00123,Structural,Slab deflection beyond limits,1,3,Design review and structural analysis,false
SA-R00124,Structural,Inadequate reinforcement detailing,2,3,Design review and structural analysis,true
SA-R00124,Quality,Testing failure rate high,5,4,Additional testing regime,true
SA-R00124,Material,Concrete strength below spec,2,1,Alternative supplier sourcing,false
SA-R00125,Quality,Testing failure rate high,5,2,Additional testing regime,false
SA-R00125,Schedule,Weather delay potential,1,4,Accelerated procurement plan,true
SA-R00125,Material,Steel corrosion risk,5,4,Alternative supplier sourcing,true
SA-R00125,Safety,Working at height risk,5,2,Enhanced safety training,false
SA-R00126,Quality,Tolerance deviation,1,2,Additional testing regime,true
SA-R00126,Schedule,Weather delay potential,5,3,Accelerated procurement plan,true
SA-R00126,Safety,Working at height risk,2,2,Enhanced safety training,true
SA-R00126,Material,Cement setting time abnormal,4,5,Alternative supplier sourcing,false
SA-R00126,Financial,Labor shortage cost impact,5,4,Fixed price contracts,false
SA-R00127,Structural,Crack propagation in shear walls,3,3,Design review and structural analysis,false
SA-R00127,Material,Concrete strength below spec,4,4,Alternative supplier sourcing,true
SA-R00127,Schedule,Site handover delay,1,1,Accelerated procurement plan,true
SA-R00127,Quality,Tolerance deviation,5,3,Additional testing regime,false
SA-R00127,Financial,Labor shortage cost impact,1,4,Fixed price contracts,true
SA-R00128,Safety,Heavy lifting accident potential,4,2,Enhanced safety training,true
SA-R00128,Financial,Steel price volatility,3,1,Fixed price contracts,true
SA-R00128,Schedule,Permit approval delay,4,2,Accelerated procurement plan,true
SA-R00128,Quality,Tolerance deviation,4,4,Additional testing regime,false
SA-R00128,Material,Concrete strength below spec,5,5,Alternative supplier sourcing,false
SA-R00129,Quality,Poor workmanship risk,5,4,Additional testing regime,false
SA-R00129,Safety,Confined space hazard,1,4,Enhanced safety training,false
SA-R00129,Schedule,Subcontractor availability,3,3,Accelerated procurement plan,true
SA-R00129,Material,Concrete strength below spec,4,3,Alternative supplier sourcing,true
SA-R00130,Structural,Slab deflection beyond limits,3,2,Design review and structural analysis,true
SA-R00130,Material,Aggregate gradation issue,3,5,Alternative supplier sourcing,true
SA-R00130,Schedule,Weather delay potential,3,2,Accelerated procurement plan,true
SA-R00130,Financial,Cement price increase,5,2,Fixed price contracts,false
SA-R00131,Safety,Working at height risk,2,1,Enhanced safety training,true
SA-R00131,Financial,Cash flow constraint,2,1,Fixed price contracts,false
SA-R00132,Schedule,Site handover delay,5,3,Accelerated procurement plan,false
SA-R00132,Structural,Foundation settlement risk,5,1,Design review and structural analysis,false
SA-R00132,Quality,Incomplete waterproofing,5,2,Additional testing regime,false
SA-R00132,Safety,Fire hazard from hot work,1,3,Enhanced safety training,false
SA-R00133,Structural,Inadequate reinforcement detailing,4,3,Design review and structural analysis,false
SA-R00133,Material,Steel corrosion risk,1,3,Alternative supplier sourcing,true
SA-R00133,Schedule,Subcontractor availability,3,1,Accelerated procurement plan,true
SA-R00133,Financial,Cement price increase,1,3,Fixed price contracts,false
SA-R00133,Safety,Working at height risk,2,3,Enhanced safety training,true
SA-R00134,Structural,Foundation settlement risk,4,2,Design review and structural analysis,false
SA-R00134,Material,Concrete strength below spec,3,2,Alternative supplier sourcing,false
SA-R00134,Schedule,Site handover delay,2,4,Accelerated procurement plan,true
SA-R00135,Material,Steel corrosion risk,4,4,Alternative supplier sourcing,false
